icao,name,lat,lon
GB-1073,Royal Infirmary Edinburgh,55.924628,-3.136168
GB-1097,RAF Cheadle,53.391312,-2.212458
GB-1175,Ripley Airfield,53.06482,-1.38859
GR-0099,Marathonas Airport,38.148671,24.013084
HU-0062,ESRE Glider Field,47.43479,18.78092
IL-0003,Gvulot Airstrip,31.2277,34.4604
IQ-0032,Mudaysis Air Base,32.4106712341,41.9474945068
IT-0216,L'Aquila Airfield,42.300878,13.517175
IT-0834,La Thuile Helicopter Landing Site,45.683908,6.885982
LB-0032,Unifil UNP 2-3 Helipad,33.154278,35.196472
LBGR,Grivitsa Airfield,43.414941,24.733714
LDSP,Split Saint Jerome Airport,43.538898,16.298
LFCS,Aérodrome de Bordeaux-Léognan-Saucats,44.700298,-0.595556
LFCW,Villeneuve-sur-Lot Airfield,44.3969,0.758889
LFOF,Alençon-Valframbert Airfield,48.446568,0.107996
LIQN,Rieti Airfield,42.4272,12.8517
LLEY,Ein Yahav Airfield,30.621700286865234,35.20330047607422
LOBF,Wien-Erdberg ÖAMTC Heliport,48.189198,16.412214
LTBZ,Zafer Airport,39.111107,30.130405
NL-0123,HeliAir Stroe Heliport,52.174891,5.677375
NO-0032,Bøverbru Airfield,60.637222,10.677222
PL-0040,Lotnisko Sportowe Gubin,51.99179,14.7319853
PL-0065,Wschowa-Łysiny Airport,51.835247,16.242771
PL-0208,Ożarów Airfield,50.90226,21.65701
PT-0038,Aerodromo Fátima Giesteira,39.58067,-8.663004
PT-0075,Herdade da Apostiça Heliport,38.534118,-9.126399
RU-0045,Saratov South Airport,51.477802,45.942593
RU-0579,Gostagayevskaya Airfield,44.999984,37.482398
RU-0961,Tuters Island Heliport,59.856636,27.186575
RU-10002,Kasimovo Airfield,60.198299,30.334999
RU-10121,Dalniye Zelentsy Heliport,69.110692,36.071732
RU-1048,Guba Olenya Naval Base Helipad,69.214888,33.383465
TR-0067,Kadirli Provincial Hospital Helipad,37.34517,36.09868
TR-0074,İsdemir (İskenderun Iron and Steel) Heliport,36.71344,36.21417
TR-0126,Prof. Dr. Murat Dilmener Emergency Hospital Heliport,40.96841,28.80768
TR-0134,Sarıbük Border Post Helipad,35.990792,36.332453
TR-0155,Sahil Park Heliport,41.28482,36.34727
TR-0160,Antalya Mermer Heliport,37.08528,30.60972
UA-0049,Myrhorod Air Base,49.932,33.641
UA-0081,Tal'ne,48.8715407,30.6593031
ULAH,Vaskovo Airport,64.441704,40.4217
US-0219,RNAS Cattewater/RAF Cattewater/RAF Mount Batten,50.358889,-4.13
BE-0031,Delta General Hospital Torhout Heliport,51.07013,3.09414
BG-0039,Branichevo Airstrip,43.666213,27.100207
BG-0102,Asenovgrad Airfield,42.0099,24.9264
BG-0183,Panagyurishte Hospital Heliport,42.49309,24.18503
BIVM,Vestmannaeyjar Airport,63.42430114746094,-20.27890014648437
BY-0025,Voirovka Airfield,53.619614,27.551783
CZ-0153,Místek,49.6527778,18.3458333
DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414
DE-0002,Ahlhorn Highway Strip,52.929984,8.173538
DE-0231,Gronenfelde,52.363889,14.496111
DE-0336,Altes Lager Airfield,51.996217,12.973008
DE-0382,Unterschwaningen Ultralight Airfield,49.086013,10.634766
DE-0435,Kolitzheim-Herleshof Airfield,49.920062,10.258141
DE-0441,Borkheide Airfield,52.23364,12.84742
EBVS,Sint-Augustinus Heliport,51.062298,2.669222
EGNF,Netherthorpe Airfield,53.317182,-1.195573
EHKD,De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062
EICL,Clonbullogue Aerodrome,53.249657,-7.122746
ENFD,Førde Central Hospital Heliport,61.456302,5.890432
ES-0035,Aeroclub Mar Menor,37.845278,-0.881111
ES-0140,Albalat de la Ribera Airstrip,39.226157,-0.366584
ES-0202,Aeródromo de Garrucha,37.197959,-1.830627
FR-0046,Amirauté Heliport,48.38055419921875,-4.491666793823242
FR-0157,Usine Renault Heliport,49.47666549682617,0.3025000095367431
FR-0934,Bonavis Airfield,50.083243,3.195148
FR-0951,Usseau Airfield,46.175,-0.609722
FR-0976,Nantillé Airfield,45.845556,-0.478333
FR-1080,Issoudun Centre Hospitalier Heliport,46.958332,1.996304
FR-1202,Capelle DZ,50.994061,2.367929
FR-1275,Saint-Étienne-en-Dévoluy AltiSurface,44.667877,5.904735
HEGS,Jiyanklis Air Base,30.819799,30.1912
HLBD,Beda (M-3) Airport,28.50329971313477,19.00279998779297
HU-0073,Albert Schweitzer Hospital Heliport,47.671881,19.681386
IQ-0040,Ruwayshid Air Base,32.40611267089844,39.12361145019531
IQ-0054,Tuz Khurmatu Air Base,34.93722152709961,44.4827766418457
IT-0227,Pozzilli Airfield,41.50223,14.08533
IT-0607,Eliporto Leanorado SPA confindustria,40.673331,17.921813
IT-0641,Triolo Airfield,41.625,15.458333
IT-0669,Portoferraio Hospital Heliport,42.815918,10.319657
IT-0894,Elisuperficie di Rimella,45.90739,8.183554
KW-0022,Sief Palace Heliport 3,29.3783,47.96646
LEMT,Casarrubios Del Monte Airfield,40.235001,-4.02639
LFLU,Valence-Chabeuil Airport,44.9216,4.9699
LFQY,Saverne Steinbourg Airfield,48.753392,7.425402
LIDL,Legnago Airfield,45.130116,11.293218
LOBM,Mistelbach Hospital Heliport,48.567201,16.580976
LOIF,Feldkirch State Hospital Heliport,47.2312,9.578721
LV-7721,Liepas Air Base,57.3867,25.508301
NO-0069,"Bergen Heliport, Sandviken",60.409302,5.317071
OJMS,Muwaffaq Salti Air Base,31.8256,36.782001
PL-0230,Drożków Ultralight Airstrip,51.68613,15.06566
PT-0088,V. das Areias Airfield,38.956235,-8.845059
RO-0134,Petromidia Refinery Emergency Helipad,44.343863,28.642366
RO-0170,Customs Office Alexandria Helipad,43.980981,25.313498
RU-0015,Khotilovo Air Base,57.654999,34.099998
RU-0409,Yastrebino Airstrip,59.3856162518,28.9302420616
RU-0421,Otradnaya Airfield,44.382827,41.490469
RU-0585,Komsomolets Airstrip,46.5809,38.2255
RU-10078,Morozovsk Air Base,48.313,41.791
RU-5259,Saratov Sokol Airfield,51.540901,45.848499
SE-0008,Kattleberg Airfield,57.978928,12.143033
TR-0069,Adana 112 Heliport,37.00791,35.34182
TR-0234,Sarıçavuş North Border Post Helipad,39.465163,44.406955
UA-0018,Sevastopol Kozachya Bay Aerodrome / Khersones Air Base,44.579478,33.395899
UA-0059,Valeryanivka Airfield,47.6288427809,37.3997783661
UA-9888,"VPP ""Grishino"" Airfield",48.302987,37.097583
UKKV,Zhytomyr Airport,50.270556,28.738611
BE-0051,Héron-Couthuin Ultralight Airfield,50.538898,5.10917
BG-0157,Krushari Airfield,43.83178,27.76284
CZ-0013,Hradec Králové Heliport,50.193309,15.825514
CZ-0199,Budíškovice Airstrip,49.075525,15.546556
DE-0047,Wächtersberg-Hub Glider Airfield,48.614931,8.755457
DE-0323,Neresheim Gliderfield,48.7417,10.3277
DE-0590,Wangen bei Starnberg Airfield,48.01634,11.42009
DK-0026,Sønder Felding Airfield,55.946667,8.743333
DZ-0027,Hassi Fehal Airport,31.68858,3.71568
EBBN,Büllingen Airfield,50.415001,6.27639
EDAV,Eberswalde-Finow Airfield,52.826313,13.701324
EDLT,Münster-Telgte Airfield,51.944745,7.773621
EDRH,Hoppstädten-Weiersbach Airfield,49.610558,7.186667
EGEN,North Ronaldsay Airport,59.3675003052,-2.43443989754
EGTC,Cranfield Airport,52.072201,-0.616667
EHPJ,P15-F Heliport,52.30583,3.685
EIAC,Custume Barracks Heliport,53.42408,-7.947587
EPSY,Olsztyn-Mazury Airport,53.481899,20.9377
ES-0280,Isla de Tarifa Heliport,36.002875,-5.611176
ESES,Sunderby Hospital Heliport,65.669523,21.935366
FR-0019,Clinique Du Medoc Heliport,45.30278778076172,-0.9378859996795654
FR-0028,Tinon Heliport,43.73333358764648,-1.1777780055999756
FR-0256,Altiport de la Croix Rosier,46.078056,4.547222
FR-0458,Avenue Impératrice Eugénie Heliport,43.755492,7.469818
FR-0788,Senoncourt Airfield,47.832855,6.052499
FR-0834,Terrasson le Bos Airfield,45.134444,1.336667
FR-0914,Maubec Solomiac Airfield,43.788333,0.911389
FR-1103,Le Thou Airfield,46.086111,-0.943611
GB-0038,Eshott Airfield,55.280484,-1.714897
GB-0262,Griffin's Farm Airstrip,53.077296,-0.511852
GB-0549,Annies Field Microlight Site,51.751637,0.699028
GB-0752,Cardington Airstrip,52.1061,-0.4171
GE-0013,Sedmoye Nebo Airstrip,43.1812,40.3011
IQ-0072,Al-Khadra Heliport,33.29671,44.37097
IT-0049,Chavez-Marini Airfield,46.134167,8.306333
IT-0235,Ciannocio Airfield,43.120848,11.920468
IT-0449,Campo di Volo Club Aeronautico Gela,37.11314,14.18929
IT-0506,Tabularia Airfield,44.849794,10.566058
IT-0536,Eliporto di Gela,37.066235,14.282138
IT-0801,Ali sul Po Airfield,44.65734,7.44981
IT-0851,Helimontblanc,45.868467,7.411775
IT-0920,Elisuperficie di Castelnuovo Nigra,45.451292,7.694989
LFCP,Pons Avy Airfield,45.57,-0.515
LGIO,Ioannina King Pyrrhus National Airport,39.6964,20.8225
LILQ,Massa Cinquale Municipal Airfield,43.98598,10.143785
LKUH,Mařatice Heliport,49.079886,17.485136
LRBV,Brașov-Ghimbav International Airport,45.70558,25.522871
LRCL,Avram Iancu Cluj International Airport,46.786042,23.685733
LSXP,Pfaffnau Heliport,47.235216,7.910015
LT-0032,Daugodai,55.421154,23.215259
LTAG,İncirlik Air Base,37.002102,35.4259
LTAT,Malatya Erhaç Airport,38.4352989197,38.0909996033
LTCC,Diyarbakır Airport,37.893902,40.201
LV-0017,Mežāre Airstrip,56.515676,26.257966
NO-0054,Stryn Airstrip,61.910104,6.755442
PL-0053,Oława-Stanowice Air Base (closed),50.978611,17.247499
PL-0056,Radzewice Airport,52.211109,16.997219
PT-0106,Pista de Mouriscas,39.477844,-8.089349
PT-0130,Herdade do Pontal Airstrip UL,38.711667,-8.610063
RO-0091,Rona de Sus Airfield,47.91088,24.01891
RO-0163,2nd Detachment of Firefighters Iaşi Helipad,47.142274,27.638056
SE-0013,Majfält-Ovansjö,62.235628,17.384825
TR-0009,Çardak Highway Strip,37.828125,29.637863159179688
TR-0302,Alaşehir Airport,38.369999,28.5571
UA-0161,Artek Heliport,44.56059,34.307563
UA-9871,Ozeryany Airfield,50.462433,26.010916
UKLN,Chernivtsi International Airport,48.2593002319336,25.98080062866211
AT-0050,Eisenstadt Heliport,47.84677,16.51345
AT-0084,Bregenz Hospital Helistop,47.496662,9.745111
BE-0007,Imelda Hospital Helipad,51.01767,4.55819
BG-0070,Krivodol Airstrip,43.37501,23.510399
BG-0150,Bata Airfield,42.73299,27.48172
BG-0164,Isperih Airfield,43.74786,26.84907
DAOO,Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.620648,-0.622486
DE-0009,Sperenberg Air Base,52.136861,13.305817
DE-0253,Montabaur Airfield,50.422638,7.827973
DE-0930,Nürtingen Medius Klinik Helipad,48.630362,9.356365
EBLR,Reninge Heliport,50.934886,2.757944
EDFP,Ober-Mörlen Airfield,50.3622,8.71164
EDGI,Ingelfingen-Bühlhof Airfield,49.321667,9.663056
EDSZ,Rottweil-Zepfenhan Airfield,48.186604,8.722801
EIGM,Gormanston Camp Airfield,53.645325,-6.23001
ENHS,Hokksund Airfield,59.759927,9.919506
ES-0319,Cella Emergency Heliport,40.45859,-1.28498
FR-0063,Orléans Regional Hospital La Source Heliport,47.835355,1.919623
FR-0185,Carpentras Hospital Heliport,44.046709,5.025673
FR-0416,Aérodrome de Sabonnères,43.455707,1.07548
FR-0487,Altisurface de Banon,44.072222,5.639166
FR-0746,Bellac Airfield,46.130278,1.078056
FR-1083,Eure-Seine Hospital Heliport,49.031086,1.114179
FR-1303,GUEUTTEVILLE DZ,49.843715,0.752564
GB-0008,Causeway Airfield,55.058817,-6.58439
GB-0157,Chiltern Park Aerodrome,51.550392,-1.101773
GB-0351,Southampton University Hospital Helipad,50.933522,-1.432187
GB-0372,Shifnal Airfield,52.668116,-2.401969
GB-0576,Drumshade Glider Site,56.6442,-3.02584
GB-0619,Stanton Farm Airstrip,51.33876,-1.873359
GB-1022,Evanton Airfield,57.66644,-4.3075
GB-1221,RAF Colerne,51.441283,-2.283402
GB-1287,Queen Elizabeth Hospital,55.861634,-4.342079
GB-1312,Carlung Farm,55.704234,-4.877671
GMFA,Ouezzane Airport,34.793361,-5.635986
GR-0092,Vatopedi Monastery Heliport,40.317449,24.214972
HE12,Inshas Air Base,30.332373,31.448109
IE-0019,Ballyjamesduff Airstrip,53.864439,-7.214957
IQ-0051,Tal Ashtah New Air Base,35.139721,44.133888
IT-0197,Il Borro Airfield,43.536111,11.705
IT-0535,Eliporto di Lanusei,39.890822,9.50585
LB-0033,Al Bayyadah Helipad,33.1618,35.176616
LB11,Tsalapitsa Airfield,42.188747,24.535716
LKVR,Vrchlabí Airfield,50.624199,15.6464
LOAB,Dobersberg Airfield,48.922113,15.296826
LPVR,Vila Real Airport,41.2743,-7.72047
LSXU,Untervaz Heliport,46.912621,9.55081
MT-0002,RAF Safi,35.839985,14.494478
NL-0060,Mill Airfield B.89,51.698611,5.751389
OJAI,Queen Alia International Airport,31.7226009369,35.9931983948
ORBR,Bashur Airfield,36.533699,44.339901
PL-0248,Nowy Bostów Airfield,50.92562,21.08394
PT-0030,Pista do Monte do Lago,39.07502,-8.13889
PT-0034,Aeródromo da Lourinhã,39.260908,-9.335606
PT-0082,Aerodromo de Tavira ULM,37.114901,-7.662749
PT-0136,Dragoa Airstrip,40.406895,-6.997218
RU-0066,Severomorsk-2 Naval Air Base,69.014999,33.291668
RU-0127,Bryansk Airport,53.269328,34.336638
RU-0764,Kubinka Air Base,55.611695,36.650002
SI-0030,Celje General Hospital Heliport,46.23415,15.26119
TR-0031,Polatlı Airport,39.569801,32.150799
TR-0131,Ziyaret Border Post Heliport,36.164833,36.368056
BG-0069,Bedzhene Airstrip,43.447841,27.276943
BY-0013,VD Bolshoy Bokov Airfield,51.983484,29.163566
DE-0752,Sankt George Hospital Leipzig Heliport,51.38325,12.37594
DE-0876,Berlin-Tegel Otto Lilienthal International Airport,52.557675,13.29185
EBME,Meerbeek Heliport,50.873724,4.596911
EBML,Maillen Ultralight Airfield,50.375033,4.926489
EDPY,Ellwangen Airfield,48.961483,10.234494
EGST,Elmsett Airfield,52.075454,0.977654
EKHO,Lindtorp Airfield,56.396868,8.444061
FR-0215,Centre Hospitalier Heliport,45.89555740356445,6.131667137145996
FR-0585,Neuvy le Roi Airfield,47.586667,0.628611
FR-0600,Champ rose Airfield,45.356667,0.109722
FR-0652,Moncouche Airfield,45.095,0.637778
FR-0769,Saint-Jean-de-Losne Airfield,47.073611,5.266111
FR-0919,Labastide Saint Pierre Airfield,43.898333,1.364444
FR-1119,Gros Rederching Airfield,49.0625,7.239722
FR-1329,La Herliere DZ,50.205785,2.561609
GB-0137,RAF Breighton,53.806429,-0.907574
GB-0178,Sproston Green Airfield,53.185532,-2.385957
GB-0236,Kingsmuir Airfield,56.268957,-2.750857
GB-0325,Beeches Farm Airstrip,53.159269,-0.725236
GB-0442,Fort Augustus Airstrip,57.127577,-4.670706
GB-0695,Blackmoor Farm Airstrip,53.157794,-0.585979
GB-0698,Stitchin's Hill Farm Airstrip,52.1669,-2.3499
GB-1126,RAF Hawkinge,51.11111,1.15306
GB-1150,Middleton Sands Microlight,54.0,-2.9
GB-1163,Cuxwold Airfield,53.48734,-0.21947
HU-0081,Miskolc Heliport,48.13071,20.792152
IQ-0022,Habbaniyah Heliport,33.380576,43.560376
IQ-0028,Karbala Northeast Airport,32.755466,44.127552
IT-0145,Il Fantasma Arcole Airfield,45.36,11.294444
IT-0243,Fly Sabina Airfield,42.116667,12.708056
IT-0450,"Campo di Volo ""Palazzone di Narni""",42.536609,12.553635
LB-0006,Marjayoun Airfield,33.294663,35.578101
LDZA,Zagreb Franjo Tuđman International Airport,45.742901,16.0688
LESB,Son Bonet Airfield,39.5989,2.70278
LFLL,Lyon Saint-Exupéry Airport,45.725996,5.090139
LFSU,Langres-Rolampont Airfield,47.964804,5.293663
LIED,Decimomannu Air Base,39.354198,8.97248
LJBO,Bovec Airfield,46.329017,13.550231
LSMV,Davos Stilli Heliport,46.812229,9.849857
MT-0005,Marsa Airfield,35.876926,14.489352
NL-0003,Dokkum Hospital Heliport,53.31979,5.993196
NL-0028,Glider Field Biddinghuizen,52.429167,5.674167
NO-0052,"Kristiansund Heliport, Hospital",63.107631,7.723485
NO-0100,Storsjøen Ice,60.40975,11.620789
OICI,Ilam Airport,33.58660125732422,46.40480041503906
PL-0060,Szadek Airstrip,51.700792,18.999452
PL-0093,Lądowisko Wilga,51.8816709,21.3653123
PL-0173,Lądowisko Wlewsk,53.2755,19.7606
PT-0155,Cabo Ruivo Seaplane Base,38.76506,-9.093318
RO-0119,Braşov City Airfield,45.678654,25.618111
RU-0298,Marinovka Air Base,48.637,43.789
RU-10076,Smolensk North Airport,54.824,32.025
RU-10103,Peremilovo Airfield,56.891053,41.418455
RU-1480,Kryuchkovo Air Base,57.06829833984375,35.50830078125
RU-5186,Klin Air Base,56.36669921875,36.73830032348633
RU-6878,Savasleyka Air Base,55.439999,42.310001
SI-0012,Pobrežje Airfield,46.304296,14.904525
SI-0020,Sostro Private Airstrip,46.04315,14.615308
TR-0248,Gülizar Border Post Helipad,39.337776,44.044495
TR-0261,Çamaltı 2 Borderpost Helipad,35.880403,36.060548
TR-0292,Yıldızlar Sportif Havaalanı,38.331013,27.245631
UA-8984,Lutsk Air Base,50.7886830253,25.3482913971
ULJM,Oma Airfield,66.652481,46.507648
ULSW,Severniy veter,59.835311,31.480533
AL-0016,Shkodër Airport,42.089361,19.509111
AZ-0009,Mollakend Airport,40.120419,48.145716
BG-0009,Selanovtsi Airfield,43.65401,24.010749
BG-0025,Belchinski Bani Airstrip,42.374713,23.392548
BG-0132,Novo Selo Cropduster Strip,43.78998,26.20561
BINF,Norðfjörður Airport,65.131897,-13.7464
BITE,Þingeyri Airport,65.8703,-23.559999
CZ-0219,Pardubice Regional Hospital Heliport,50.02735,15.78899
DAFI,Tsletsi Airport,34.6657,3.351
DE-0113,Blexen Airfield,53.5383,8.5388
DE-0212,Evangelisches Jung-Stilling Hospital Helipad,50.8518,8.0184
DE-0428,Böblingen/Sindelfingen Airfield,48.689544,8.996193
DE-0541,Merheim Hospital Heliport,50.93864,7.05412
EDFG,Gelnhausen Airfield,50.196738,9.167061
EFTO,Torbacka Airfield,60.079201,24.172199
EPGS,Grójec-Słomczyn Airfield,51.87549,20.93774
ES-0058,Vilafranca de Bonany-Es cruce Airfield (Aerodromo Mallorca),39.576801,3.124647
ES-0223,Almagro Helicopter Airbase,38.952096,-3.741126
ESNX,Arvidsjaur Airport,65.59030151367188,19.28190040588379
FR-0480,Cizay-la-Madeleine UL,47.17962,-0.15915
FR-0488,Chélan,43.341597,0.530219
FR-0697,Cravant Vincelles Airfield,47.690556,3.663333
FR-0748,Berneuil Airfield,46.051667,1.101667
FR-0895,En Lébé Airfield,43.668333,0.916389
FR-0913,Rivières Hydrosurface,43.901667,1.971944
FR-1059,Remoulins Private Airfield,43.947364,4.583427
FR-1191,Wattignies DZ,50.198261,4.006813
FR-1282,Sissonne DZ,49.540844,3.970774
FR-1299,Devarem DZ,50.581248,2.982498
GB-0451,RAF Eastchurch Airfield,51.403,0.845842
GB-0590,RAF Woolfox Lodge,52.707647,-0.577297
GB-0641,RAF St Eval,50.47822,-4.99953
GB-0898,Trench Farm Airstrip,52.95193,-2.92244
GB-1113,RAF Sudbury,52.05765,0.76262
GB-1293,Campbeltown Hospital Helipad,55.420022,-5.605644
GB-1340,Royal Surrey County Hospital Heliport,51.241514,-0.606186
GE-0020,Bolnisi Parachutist Training Airfield,41.48523,44.53348
GR-0050,Hellenic Sport Aviation Airstrip,38.47819,23.16007
HU-0052,Becsehely Airstrip,46.432148,16.778913
IE-0001,Brittas House Airstrip,52.603908,-8.417588
IE-0073,Abbeyleix Airfield,52.894444,-7.369167
IL-0015,Dalton Airfield,33.021598,35.464788
IQ-0020,H3 Northwest AFB,33.07456970214844,39.59961700439453
IT-0010,Calatabiano (Aviosuperficie Angelo D'Arrigo),37.799561,15.22775
IT-0011,Aviosuperficie Avioclub Paternò,37.553356,14.884435
IT-0152,Benevento-Olivola Airport,41.17751,14.74734
IT-0404,I Grifoni Airfield,45.910358,13.371978
IT-0493,Aviosuperficie Fly Center,41.5472222,12.6708333
IT-0768,Balbido Ultralight Airfield,46.00909,10.82986
IT-0783,Ghiacciaio del Braoulé altiporto,45.951132,7.52853
IT-0858,Elisuperfice Bocchetta di Eclou,45.777955,7.795722
LERL,Ciudad Real International Airport,38.856479,-3.969944
LFBU,Angoulême Brie-Champniers airport,45.729198,0.221456
LFHS,Bourg-Ceyzériat Airfield,46.200901,5.29203
LFOY,Havre-Saint-Romain-de-Colbosc Airfield,49.544676,0.360403
LIQL,Lucca-Tassignano Airport,43.825825,10.577928
LKPL,Letkov Airfield,49.723099,13.4522
LSGY,Yverdon-les-Bains Airfield,46.761871,6.613178
LU-0011,Remich-Schmierberg Heliport,49.53441,6.34378
LV-0038,Dundaga Airfield,57.499354,22.402131
PL-0094,Golędzinów Airstrip,51.262749,16.921832
PL-0219,Górki Airfield,50.372316,21.289942
PL-0260,Karlino Airfield,54.06462,15.81256
PT-0127,Pista da Barragem do Maranhão,38.994697,-7.9894
RU-0382,Tri Protoka Airfield,46.326142,48.15254
RU-10079,Kem Helipad,64.96,34.64
RU-6960,Nivenskoye Air Base,54.562333,20.603224
SE-0030,Finlanda Airfield,63.911887,16.322891
TR-0012,Alaçatı Airport,38.24319839477539,26.424999237060547
TR-0264,Uluyol Border Post Helipad,35.918576,36.166558
UA-0193,Lukvitsa Airfield,48.755572,24.278632
UA-9877,Pervomaysk Heliport,47.974137,30.905585
AT-0010,Radochen Airstrip,46.76296,15.90426
BG-0047,Rakovski Airstrip,42.293515,24.947137
BG-0107,Elhovo Cropduster Strip,42.19009,26.54748
CY-0034,Ortaköy Heliport,35.195458,33.33966
DE-0034,Trostberg Hospital Helipad,48.0291332578,12.5431895256
DE-0131,Uslar Airfield,51.6619,9.6044
DE-0398,Neuenstadt am Kocher Ultralight Airfield,49.242661,9.316724
DE-0445,Felling Airfield,48.07159,12.13531
DE-0518,Casino Army Heliport AHP,50.127672,8.666064
DE-0726,Herdecke Community Hospital Heliport,51.4103,7.39948
DE-0743,Vogelsberg District Hospital Alsfeld Heliport,50.76362,9.26963
DE-0900,Brand-Briesen Airfield,52.035862,13.746214
EBFS,Florennes Air Base,50.2433013916,4.64583015442
EBPP,Deinze - Piens Heliport,50.995,3.528889
EDFY,Limburg-Elz Airfield,50.426945,8.011111
EDQB,Bad Windsheim Airfield,49.509998,10.366389
EDRI,Linkenheim Airfield,49.141666,8.394722
EDSP,Poltringen Airfield,48.547282,8.945918
EFAA,Aavahelukka Airfield,67.6036,23.971701
EGOM,RAF Spadeadam,55.0499992371,-2.54999995232
EGSM,Beccles Airfield,52.435299,1.61833
ENOP,Fagerhaug Airfield,62.651323,9.851646
EPWK,Włocławek-Kruszyn Airfield,52.584702,19.0156
ES-0012,Castriz/Cambe Airfield,43.102502,-8.7617
ES-0130,Alcocer de Planes Airfield,38.791395,-0.398591
ESGK,Falköping Airfield,58.1698,13.5878
FI-0016,Ulko-Tammio Helipad,60.349325,27.453726
FR-0021,Aérodrome de Herm,43.821646,-1.103475
FR-0023,Le Huga Heliport,45.00694274902344,-1.164721965789795
FR-0059,Centre Hospitalier Heliport,47.08416748046875,2.435277938842773
FR-0184,Martigues Rescue Center Heliport,43.422592,5.048081
FR-0190,Grasse Hospital Heliport,43.619629,6.928874
FR-0200,Cannes Quai du Large Helistation,43.545101,7.016882
FR-0201,Héli Sécurité Saint-Tropez Heliport,43.267798,6.551998
FR-0254,Cipières Alpes d'Azur Ultralight Airfield,43.779447,6.865206
